QOO,SKU,Description,QOH,Mfg Part #,Loc,Retail,Repl Cost,YTD Units,LYR Units
,3013513,"GROMMET VNYL BLK 1/2""CD4",2,GHG-1550,14A04,4.99,1.15,1,
,3013562,CLIP GRN GROUNDING 8PK,,GGC-1508,14A04,2.99,1.06,,1
,3013570,SCREW GROUND GRN CD12,2,GGS-1512R,14A04,3.59,0.87,,3
,3013588,WIRE GRND PIGTL12AWG CD2,2,GGP-1502,14A04,4.99,1.53,1,3
,3015443,TERMINAL RING 16-14 AWG,2,3015443,14A04,4.99,0.98,2,6
,3015476,TERM RING 12-10AWG 5PK,2,3015476,14A04,4.99,0.94,1,3
,3017696,TOOL-MULTI CRMP-CUT-STRP,2,GS-366,14A04,13.99,5.15,4,11
,3036936,TERMINAL KIT 175PC ACE,2,3036936,14A04,28.99,15.38,,3
,3060167,DISC ANGLE FI 16-14 PK6,2,3060167,14A04,4.99,0.79,,2
,3065901,TESTER BATTERY ANALOG,2,GBT-500A,14A04,17.99,8.06,2,1
,3105079,WIRE CONNECTOR 80 PC KIT,3,TK-100,14A04,19.99,7.52,,1
,3169067,CRIMPR RJ-45/RJ-11MOD,1,GMC-1145D,14A04,44.99,29.32,,1
,3179934,"1/2""-1""GROUND CLAMP",3,41309,14A04,6.99,1.82,3,2
,3194636,TOOL STRIPPER/CRIMPER,2,GS-67K,14A04,9.99,5.44,4,7
,3196763,TERM RING XTREME 22-18G,3,AMT-100,14A04,6.99,2.25,,
,3196771,TERM RING XTREME 16-14G,2,AMT-103,14A04,7.99,2.2,2,2
,3196797,TERM RING XTEME 12-10G,2,AMT-106,14A04,7.99,2.2,2,1
,3196813,TERM RING XTREME12-10G,2,AMT-108,14A04,7.99,2.2,,2
,3196839,TERM SPD XTREME16-14G8SD,2,AMT-113,14A04,6.99,2.25,,
,3196854,TERM SPD XTREME12-10G8SD,3,AMT-116,14A04,6.99,2.25,,
,3196870,SPLICE BUTT XTREME22-18G,2,AMT-120,14A04,6.99,2.3,1,2
,3196896,SPLICE BUT XTRM16-14G3PK,4,AMT-123,14A04,6.99,2.3,5,10
,3196912,SPLICE BUTT XTREME12-10G,2,AMT-126,14A04,7.99,2.3,1,3
,3250586,WIRE STRIPPER MULTI-TOOL,2,GS-370,14A04,21.99,9.27,6,3
,3250602,WIRE STRIPPER LOCK 10-20,4,GS-360,14A04,17.99,7.94,1,13
,3250636,SOLENOID VOLTAGE TESTER,1,GVT-392,14A04,29.99,17.82,1,2
,3250669,OUTLET & GFCI TESTER,2,GFI-3501,14A04,13.99,5.84,4,3
,3251113,DIGITAL MULTIMETER,4,GDT-311,14A04,21.99,12.83,3,4
,3251121,NON-CONTACT VOLT TESTER,2,GVD-3504,14A04,17.99,9.3,11,21
,3258597,"CRIMPER LIGHT DUTY 8""L",2,GS-388,14A04,17.99,6.93,,3
,3260429,CONTINUITY TESTER GB,3,GCT-3304,14A04,9.99,5.61,,
,3260544,VOLTAGE TESTER 80-250V,2,GET-3100,14A04,6.99,2.4,,1
,3260601,3-RANGE VOLT TESTER GB,2,GET-3213,14A04,11.99,4.84,2,5
,3260619,OUTLET TESTER 120V AC GB,2,GRT-3500,14A04,8.99,4.23,1,2
,3426210,BATTR CLAMP10A  INSL CD2,2,14-610,14A04,2.99,1.51,2,2
,3427499,"PLIERS LG NOSE6.5""W/CUTR",2,GS-385,14A04,14.99,6.26,2,6
,3427820,HEAT SHRK TUBE WHT1/2PK3,2,HST-500W,14A04,3.99,1.17,1,1
,3427879,HEAT SHRK TUBE RED3/8PK3,2,HST-375R,14A04,3.99,1.17,1,3
,3427978,HEAT SHRK TUBE WHT3/8PK3,2,HST-375W,14A04,3.99,1.17,2,
,3428141,HEAT SHRK TUBE RED1/4PK5,2,HST-250R,14A04,3.99,1.17,2,1
,3428588,HEAT SHRK TUBE WHT1/4PK5,3,HST-250W,14A04,3.99,1.17,,4
,3428851,"HEAT SHRNK TUBE WH 3/16""",2,HST-187W,14A04,3.99,1.17,1,1
,3429248,INSUL SCREWDRIVER REVERS,2,SCE-3260,14A04,11.99,6.63,,
,3429263,TERMINAL KIT 100 PIECE,2,TK-806,14A04,15.99,7.7,1,2
,3429404,"CABLE RIPPER F/NM WIRE4""",2,CR-1000,14A04,7.99,3.88,,
,3430014,ELCTRL TSTR KT 50-600AC,2,GTK-2,14A04,21.99,11.31,12,11
,3829496,MINI CABLE SNAKE 15FT,2,EFT-15,14A04,16.99,8.36,,2
,2365443,PLIERS COMBINATION 6-N-1,2,48-22-3079,14A05,22.99,15.97,5,2
,3001320,TIMER INDR W/REMTE&OUT,4,TNRCCD21-RC,14A05,17.99,8.35,1,3
,3004355,CANNED AIR 1234ZE 8OZ,9,DZE8-1151,14A05,19.99,10.27,6,16
,3004674,"CABLE TIES 8"" 75# GRN",2,75S-200-8-GN20,14A05,5.99,0.53,,
,3004675,"CABLETIE 8""75# GRN 100PK",2,75S-200-8-GNC,14A05,9.99,2.05,3,8
1,3004676,"CABLE TIES 8"" 75# ASST",1,75S-200-8-MUC,14A05,9.99,2.09,1,3
,3004677,"CABLE TIES 8"" 75# WHT",4,75S-200-8-N20,14A05,5.99,0.44,5,15
2,3004679,"CABLETIE 8""75# WHT 100PK",,75S-200-8-NC,14A05,9.99,1.91,8,13
,3004680,"CABLETIE 8""75#WHT 1000PK",1,75S-200-8-NM,14A05,44.99,17.49,,3
,3004681,"CABLE TIES 8"" 75# BLK",5,75S-200-8-UV20,14A05,5.99,0.44,13,32
,3004682,"CABLETIE 8""75# BLK 100PK",2,75S-200-8-UVC,14A05,9.99,1.91,9,27
1,3004683,"CABLETIE 8""75#BLK 1000PK",1,75S-200-8-UVM,14A05,31.99,17.33,4,9
,3004684,"CABLE TIES 11"" 75# WHT",2,75S-280-11-N12,14A05,4.99,0.38,4,20
1,3004685,"CABLETIE 11""75#WHT 100PK",1,75S-280-11-NC,14A05,15.99,2.59,7,10
,3004687,"CABLE TIES 11"" 75# BLK",5,75S-280-11-UV1,14A05,4.99,0.38,10,31
1,3004688,"CABLETIE 11""75#BLK 100PK",1,75S-280-11-UVC,14A05,15.99,2.59,10,20
,3004689,"CABLE TIES 14"" 75# WHT",4,75S-360-14-N8,14A05,4.99,0.44,6,11
,3004690,"CABLETIE 14""75#WHT 100PK",2,75S-360-14-NC,14A05,16.99,3.35,4,12
,3004691,"CABLE TIES 14"" 75# BLK",5,75S-360-14-UV8,14A05,4.99,0.44,11,31
,3004693,"CABLETIE 4&8"" ASST 200PK",2,ACE200-MU,14A05,9.99,2.22,3,8
,3004695,"CABLETIE 4&8"" BLK 200PK",2,ACE200-UV,14A05,11.99,2.87,5,11
,3004696,CABLE TIE ASSRT 500PK,3,ACE600-MU,14A05,15.99,6.28,1,2
,3004700,"CABLE TIES 18"" 175# WHT",2,EHD-450-18-N10,14A05,7.99,1.29,7,9
,3004701,"CABLE TIES 18"" 175# BLK",4,EHD-450-18-UV1,14A05,7.99,1.29,7,26
,3004703,"CABLE TIES 24"" 175# WHT",2,EHD-610-24-N10,14A05,8.99,1.76,3,9
,3004704,"CABLE TIES 24"" 175# BLK",5,EHD-610-24-UV1,14A05,8.99,1.76,2,18
,3004705,"CABLE TIES 36"" 175# WHT",2,EHD-920-36-N10,14A05,9.99,2.61,2,8
,3004706,"CABLE TIE 36"" BLK 10PK",2,EHD-920-36-UV1,14A05,9.99,2.61,1,5
,3004707,"CABLE TIES 4"" 18# WHT",4,M-100-4-N40,14A05,4.99,0.31,4,11
,3004708,"CABLE TIE 4""18#WHT 100PK",6,M-100-4-NC,14A05,5.99,0.5,8,16
6,3004709,"CABLE TIES 4"" 18# BLK",,M-100-4-UV40,14A05,4.99,0.31,7,18
,3004711,"CABLE TIE 4""18#BLK 100PK",5,M-100-4-UVC,14A05,5.99,0.5,22,30
,3004712,"CABLETIE W/TAG 8""50#WHT",4,M-S-200-8-N25,14A05,4.99,0.67,7,11
,3004713,CABLE TIE MOUNT WHT 5PK,5,MP-30-1-N5,14A05,3.99,0.29,,
,3004714,CABLE TIE MOUNT BLK 5PK,4,MP-30-1-UV5,14A05,3.99,0.29,,3
,3004715,"CABLETIE W/MNT 8""50#WHT",2,MT-S-200-8-N20,14A05,5.99,0.56,6,10
,3004716,"CABLETIE W/MNT 8""50#WHT",2,MT-S-200-8-NC,14A05,15.99,2.28,4,5
,3004717,"CABLETIE W/MNT 8""50#BLK",3,MT-S-200-8-UV1,14A05,5.99,0.5,7,16
3,3004718,"CABLETIE W/MNT 8""50#BLK",2,MT-S-200-8-UVC,14A05,15.99,2.38,10,13
,3004719,"CABLE TIE WHT 8""L 25PK",2,R-S-200-8-N25,14A05,7.99,0.59,,4
,3004720,"CABLE TIE 8"" 25PK BLK",4,R-S-200-8-UV25,14A05,7.99,0.61,6,13
,3004721,"SS CABLE TIE 11"" 200#",3,SS-S-280-11-10,14A05,8.99,1.2,,1
1,3091949,"GRIP-STRIP BLK 8"" BG5",1,45-V8BKW,14A05,7.99,2.59,3,1
,3091972,"GRIP-STRIP BLK 11""BG5",2,45-V11BKW,14A05,8.99,3.01,2,3
,3200003,CABLE CLAMP MEGA SIZE,2,MC4710-UE-012,14A05,7.99,2.78,,2
,3408150,BLOWOFF DUSTER 152A 8OZ,17,8152-998-226,14A05,9.99,3.93,35,106
,3420619,CABLE CLAMP PRO SM 50CT,44,DS0309-50,14A05,1.79,0.65,6,8
,3420627,CABLE CLAMP PRO MED,53,DM0903-34,14A05,2.59,1,1,10
,3429388,CABLE TIES CAMO ASST/200,2,10096,14A05,9.99,5.2,4,9
,5020742,CABLE LABEL ASRTD NYLON,2,412-CL-V-MC,14A05,8.99,3.04,3,6
,5106422,ONE-WRAP TIE ROLL 4',4,90302,14A05,7.99,2.3,9,9
,5107503,"VELCRO ONE-WRAP 8"" CD5",10,90438ACS,14A05,5.99,1.61,6,15
,30190,WIRE BELL 24/2 25',2,0452,14A06,6.99,2.59,2,3
,30191,WIRE BELL 24/2 50',2,0453,14A06,8.99,4.15,,6
,36450,"DOOR CHIME WHT 7.3X2X4""",3,18000088,14A06,18.99,9.65,1,3
,36468,"PSHBTN DOORBELL SLR 3/4""",2,18000094,14A06,7.99,2.29,,2
1,36470,"PUSBTN DRBEL LED.78"" GLD",1,18000129,14A06,6.99,1.44,2,6
,36481,"DOORBELL BLK.75""X2.75""",4,18000104,14A06,7.99,1.5,4,10
,36485,TRANSFORMER TRI-VOLT/24V,2,18000070,14A06,19.99,10.23,,5
,60077,CONVERTR ADAPT 4PC SET,,M600XR,14A06,14.99,7.73,6,11
,64354,ADAPTER PLUG AMERCA#NW3C,2,NW3XR,14A06,5.99,2.17,,4
,64543,CLOCK WALL SIMPLE WHITE,2,46994A,14A06,15.99,4.93,4,7
,3001314,TIMER OUTDR 24HR W/OUT,2,TNO24111-RC,14A06,32.99,9.78,5,28
,3001315,TIMER OUTDR 24HR W/2OUT,2,TNOLED02-RC,14A06,22.99,7.97,,22
,3001316,MECH TIMER INDR 24HR,2,TNI2412-RC,14A06,14.99,3.8,14,73
,3001317,TIMER IN24HR  W/NTLT&OUT,3,TNINL2412-RC,14A06,19.99,5.31,3,25
,3001318,PHTCELL CNTDWN TMR & RMT,3,TNRCOCD2-RC,14A06,44.99,15.1,,8
,3001321,IN WALL SPRNG WND TIMER,2,TNIW060-RC,14A06,21.99,11.4,2,3
,3001322,IN WALL TIMER DIGITL WHT,2,TNIWP-RC,14A06,25.99,17.06,3,1
,3001323,INDOOR DIGITAL TIMER WHT,2,TNIDP12-RC,14A06,25.99,9.32,4,23
,3001324,EZ-SET OUTDR DIG TIMER,3,TNODP23-RC,14A06,31.99,26.38,-1,17
,3002188,DOOR CHIME KT WRLS BK/WH,2,18000080,14A06,19.99,8.5,,3
,3003930,PLUG SMART OUTDR BLK 1PK,14,PLUG/WIFI/WP,14A06,24.99,12.98,1,1
,3003931,PLUG SMART INDR WHT 1PK,4,PLUG/WIFI,14A06,14.99,8.87,2,8
,3003956,OUTLET STAKE W/WIFI GRN,5,PLUGWIFISTKWP,14A06,39.99,25.23,,3
,3014521,PUSHBUTN DOORBELL WR WHT,2,18000143,14A06,15.99,5.87,1,3
,3087590,OVAL PSHBTN DOORBELL WHT,2,18000132,14A06,14.99,5.28,,3
1,3209939,DOORBELL HMMRD BLACK,1,18000116,14A06,14.99,4.36,4,14
,3221041,DOOR JAM SWTCH DRBELL WH,4,GSW-SK,14A06,24.99,18.32,,
,3221835,DOORBELL WIRE POLSH BRSS,2,18000112,14A06,7.99,2.37,2,5
,3318276,CHIME WIRELSS PLUGIN WHT,1,18000124,14A06,28.99,15.86,2,2
,3494259,DOORBELL WIRED ORB METAL,2,18000114,14A06,23.99,10.5,1,
,3494291,WIRED PB SUR LIT PLS WHT,4,18000092,14A06,9.99,4.27,,12
,3494341,WIRED PB SURF LIT SN/WHT,2,18000217,14A06,15.99,7.12,2,3
,3494358,DOORBLL WIRE PB SURF CPR,2,18000218,14A06,15.99,7.12,2,2
,3530797,PUSH SWITCH ON/OFF BRS6A,2,GSW-25,14A06,6.99,1.87,1,
,3530813,PUSH SWTCH ON/OFF NCKL6A,2,GSW-24,14A06,6.99,1.91,1,
,3530839,PUSH SWTCH ON/OFF BLK10A,2,GSW-21,14A06,8.99,3.68,,1
,3530896,PUSH SWITCH ON/NRM OFF6A,2,GSW-22,14A06,7.99,2.81,,1
,3530987,PULL SWITCH BRASS 2SPEED,2,GSW-33,14A06,8.99,2.59,1,
,3531084,PULL SWITCH BRASS 3SPEED,2,GSW-34,14A06,8.99,2.68,,2
1,3531092,PULL SWITCH BRASS ON/OFF,1,GSW-32,14A06,7.99,1.83,5,4
,3531126,PULL SWITCH NCKEL ON/OFF,2,GSW-31,14A06,7.99,1.83,7,11
,3531142,TOGGLE SWTCH SPST20A,2,GSW-110,14A06,7.99,3.47,,
,3531266,TOGGLE SWTCH HD SPST,2,GSW-10,14A06,6.99,2.46,,2
,3531324,TGL SWTCH ON/OFF/ON DPDT,2,GSW-16,14A06,9.99,4.45,,
,3531381,SHRT BALL TGL SWTCH SPST,2,GSW-124,14A06,6.99,2.52,,
,3531423,TGL SWITCH HD ON/ON 20A,2,GSW-15,14A06,9.99,4.83,3,3
,3531431,TGL SWITCH MED DUTY SPST,2,GSW-17,14A06,8.99,3.5,,2
,3531449,TGL SWTCH ON/OFF W/LID6A,2,GSW-125,14A06,6.99,1.89,,2
,3531456,TGL SWTCH ON/OFF/ON SPDT,2,GSW-13,14A06,7.99,2.81,1,
,3531472,TOGGLE SWITCH DPST 20A,2,GSW-14,14A06,8.99,3.39,3,
,3531514,TGL SWTCH W/LEAD SPST10A,4,GSW-18,14A06,7.99,2.95,,6
,3531522,ROCKER SWITCH DPDT,2,GSW-46,14A06,9.99,4.83,,4
,3531563,O-RING TOGL SWTCH SPST,2,GSW-122,14A06,8.99,3.54,,1
1,3531589,ROTARY SWITCH SPST BLK,1,GSW-69,14A06,5.99,1.6,1,1
,3531621,PULL CHAIN SWITCH SPST,3,GSW-35,14A06,11.99,4.77,,1
,3531639,TOGGL SWITCH LONG HANDL,2,GSW-111,14A06,8.99,3.41,,
,3531704,TOGGLE HALF  BOOT SEAL,2,GSW-20H,14A06,5.99,2.88,,
,3531712,ROCKER SWITCH SPST 3/4HP,2,GSW-45,14A06,8.99,3.31,,
,3531720,TOGGLE SWITCH COVER CD2,2,GSW-20,14A06,6.99,3.17,,
,3531738,ROTARY SWITCH DPTT 2CIRC,5,GSW-62,14A06,7.99,2.87,,
,3531746,RCKR SWTCH RND HOLE SPST,3,GSW-51,14A06,8.99,4.02,,-1
,3531753,TGL SWTCH DBL INSLT SPST,2,GSW-19,14A06,6.99,2.87,,
,3531779,RND ROCKER SWTCH LT SPST,2,GSW-50,14A06,9.99,4.21,,1
,3531787,ROTARY SWITCH BRASS SPST,2,GSW-61,14A06,6.99,2.22,,3
,3531795,MINI  ROCKER SWITCH SPST,2,GSW-48,14A06,6.99,2.26,1,
,3531811,TGL SWTCH HD DPDT SEALED,2,GSW-126,14A06,8.99,4.46,,2
,3531829,ROCKR SWITCH LITED SPST,2,GSW-42,14A06,9.99,5.1,1,1
,3531878,ROCKER SWITCH UNLT SPST,2,GSW-41,14A06,8.99,3.28,2,2
,3531944,TOGGLE TAB SWITCH SPST,3,GSW-127,14A06,7.99,3.85,,3
,3531985,TOGGLE SWITCH HD SPDT,2,GSW-114,14A06,7.99,3.85,,
,3534906,ROTARY SWITCH 2 CIRCUIT,2,GSW-68,14A06,6.99,2.65,,
,3535036,MOMENTARY/CONTACT SWITCH,2,GSW-23,14A06,6.99,2.84,,
,3535044,TOGGLE SWITCH H/D SPDT,2,GSW-12,14A06,6.99,2.67,,1
,3566130,TOGGLE SWTCH20AMP HVYDTY,2,GSW-123,14A06,9.99,5.78,1,
,6006688,ADAPTER PLUG TRAVEL LITE,6,NW1XR,14A06,5.99,2.17,8,32
,6013171,CLOCK WALL SIMPLIC BLK,1,46991A,14A06,15.99,4.96,1,10
,6086227,ADAPTER PLUG TS237AP,2,TS237XR,14A06,17.99,9.32,5,14
,6088611,CONVERTER KIT 1875W DUAL,1,TS1875XR,14A06,37.99,21.48,,1
,6166466,AM/FM CLCK RDIO DIGI BLK,3,C224B,14A06,14.99,7.4,-1,9
,6166482,CLOCK RADIO DUAL ALARM,3,C253B,14A06,18.99,9.75,2,1
,6168736,"CLOCK ALARM 0.6"" LED",2,70044A,14A06,15.99,6.97,3,8
,6168751,CLOCK ALARM BABY BEN,2,11611QA,14A06,18.99,8.81,6,11
,6168801,CLOCK ALARM BIG BEN,2,90010A,14A06,23.99,10.69,3,8
,6168819,"CLOCK TRAVEL ALARM 0.8""",2,47538A,14A06,16.99,6.39,3,7
,6181382,DIGITAL LUGGAGE SCALE,2,81234,14A06,23.99,12.53,1,10
,6194302,RADIO AM/FM PORTABLE,2,R602B,14A06,26.99,14.92,3,8
,6215537,"RND SILVER WALL CLOCK9""",2,46984A,14A06,15.99,4.68,2,4
,6224125,"ALARM CLOCK 1.8"" LED RED",2,66705A,14A06,23.99,11.35,3,9
,6224273,"WALL CLOCK RND METAL 9""",2,36001A,14A06,16.99,7.51,3,4
,6413298,TRVL CONVERTER 1875W USB,2,TS703XR,14A06,37.99,20.41,4,11
,9125345,STOP&LOCK LUGGAGE SCALE,2,19325,14A06,14.99,5.13,5,6
,20025,"TIP SOLDER CONE 1/8"" CD2",2,MT1,14A07,9.99,2.99,1,1
,20058,TIP SOLDERING COPPER CD2,2,7135W,14A07,12.99,4.44,2,
,20065,TIP SOLDER COPPER W/NUTS,2,7135N,14A07,11.99,3.89,,
,20755,SOLDER GUN KIT 75W,2,7200PKS,14A07,31.99,20.5,1,
,20756,TIP SOLDER STANDARD CD2,2,7235,14A07,11.99,2.45,,2
,24635,SOLDER 40/60 ROSIN CORE,2,51406,14A07,13.99,3.44,5,5
,24637,SOLDER 40/60 ROSIN GENRL,2,31406,14A07,23.99,7.6,2,2
,24638,SOLDER ROSIN CORE 60/40,2,31604,14A07,25.99,8.79,2,7
,24645,SOLDER&FLUX SILV PB FREE,3,53982,14A07,13.99,6.25,2,7
,30863,SCKET MDBSE PHNOLIC 660W,4,07080-00M,14A07,2.99,1.09,5,4
,31945,SOCKET REMVBL KNOB IN250,2,10083-00M,14A07,4.99,1.63,1,
,31946,SOCKT 3W TRNKNB INT 250W,2,07090-00M,14A07,6.99,1.74,3,6
,32278,SOCKET PUL CHAIN INT660W,2,19980-00M,14A07,7.99,1.74,1,2
,2005239,SOLDER NO LEAD ROSIN 1/2,2,62964,14A07,13.99,4.18,1,2
,2103968,SOLDER ELEC 63/37 .5OZ,2,13463,14A07,13.99,3.33,,9
,2391951,SLDRING IRON KIT 30W,2,WLIRK3012A,14A07,31.99,15.2,2,15
,2395267,SOLDERING IRON CL BUTANE,1,ST500,14A07,26.99,16.22,,3
,3102225,BEADED CHAIN STEEL #6,4,94992,14A07,4.99,1.26,4,11
,3102233,BEADED CHAIN BRASS #6,6,94993,14A07,4.99,1.26,2,4
,3102258,BEADED CHAIN BRASS #10,2,94995,14A07,4.99,1.43,1,6
,3273307,LAMPHLD INCAN INTER 250W,2,07070-00M,14A07,6.99,1.51,,3
,3324555,LAMP CORD 8' BROWN PK/1,2,60135,14A07,9.99,3.1,2,3
,3333077,"FINIAL 2"" BRASS PK/1",2,60100,14A07,5.99,1.52,,
,3333085,"FINIAL 1-1/4"" BRASS PK/2",2,60102,14A07,6.99,1.3,,
,3333325,GLASS BALL FINIAL,2,60112,14A07,6.99,2.4,3,1
,3333507,BULB ADAPTER PK/1,2,60120,14A07,6.99,1.65,3,4
,3333945,"HARP 8"" BRASS PK/1",2,60121,14A07,6.99,1.92,4,9
,3333960,"HARP 10"" BRASS PK/1",2,60122,14A07,7.99,2.02,2,5
,3334307,"HARP 12"" BRASS PK/1",3,60123,14A07,8.99,2.08,,
,3334315,"HARP 10"" PEWTER PK/1",2,60125,14A07,8.99,2.3,,2
,3334323,LAMP KIT BOTTLE ADAPTER,2,60131,14A07,15.99,5.3,,4
,3334398,"LAMP KIT 10"" MAKE A LAMP",2,60132,14A07,15.99,6.32,,2
,3335072,LAMP CORD 8' GOLD PK/1,3,60136,14A07,9.99,2.31,,1
,3335668,SCREWS ASSORT PK/13,2,60141,14A07,3.99,0.78,,3
,3335692,"SOCKET KEYS 1/2"" PK/2",2,60142,14A07,4.99,1.01,,2
,3335718,SOCKET KNOBS REPLACE PK2,2,60143,14A07,6.99,1.09,3,5
,3335742,"COUPLINGS 1/8"" BRASS PK2",2,60144,14A07,3.59,0.82,2,2
,3336112,NIPPLES ZINC ASST 1/8,4,60160,14A07,4.99,0.98,5,7
,3336195,NIPPLES ZINC ASST BG/3,2,60161,14A07,5.99,1.09,,2
,3336609,"NIPPLES ZINC 4"" 1/8 PK/1",2,60163,14A07,3.59,0.78,,2
,3336617,"NIPPLES ZINC 6"" 1/8 PK/1",3,60164,14A07,5.99,1.1,,1
,3336625,"LAMP PIPE 30"" 1/8 BRASS",2,60165,14A07,9.99,3.4,,3
,3336633,HEX NUTS ASST STEEL PK16,2,60167,14A07,3.99,1.06,1,3
,3336641,LOCKNUTS ASST BRASS PK12,2,60168,14A07,4.99,1.77,2,4
,3336658,HEX NUTS 1/8 PK/12,2,60169,14A07,4.99,1.53,1,4
,3336708,HEX NUTS 1/8 PK/6,2,60170,14A07,1.99,0.52,4,3
,3336922,CROSSBAR KIT ADJ PK1,2,60202,14A07,6.99,1.77,1,2
,3336930,"CROSSBAR KIT 4"" OFFSET",2,60203,14A07,4.99,0.68,3,1
,3337045,"CROSSBAR 4"" 1/8 IP PK1",3,60204,14A07,3.99,0.58,,2
,3337078,"CROSSBAR 4"" SWIVEL PK1",,60205,14A07,4.99,1.05,1,
,3337318,CROSSBAR KIT SCRW COLLAR,3,60206,14A07,8.99,2.43,,1
,3338068,"CANOPY 5"" 1-1/16 HOLE",2,60212,14A07,9.99,3.51,,3
,3338084,"CANOPY KIT 5"" ANT BRASS",2,60215,14A07,9.99,3.48,1,
,3338092,"CANOPY KIT 5"" BR PEWTER",3,60216,14A07,9.99,3.48,,
,3338365,"BLANK UP KIT 4-3/4"" WHT",3,60220,14A07,6.99,2.1,1,7
,3338423,"SOCKET COVERS 4"" PK/2",4,60226,14A07,4.99,0.88,1,
,3338431,"SOCKET COVERS 4"" PK/2",3,60227,14A07,4.99,0.96,1,3
,3338449,"CANDLBRA SOCKET ADJ 1/8""",2,60228,14A07,9.99,3.91,2,
,3338456,SOCKET KEYLESS 1/8 IP,2,60229,14A07,7.99,3.26,1,1
,3338480,LOCK UP CAPS 1/8IP BRASS,2,60232,14A07,3.99,0.74,2,1
,3338506,LOCK UP KIT NICKEL PK/1,4,60235,14A07,3.59,0.76,,2
,3338514,"LOOP 1"" 1/8IP BR PK/2",2,60243,14A07,3.59,1.12,,
,3338522,"BALLS 3/8"" 8/32THRD BR",2,60250,14A07,4.99,0.98,1,2
,3338555,SWAG KIT 15' WHITE,2,60262,14A07,21.99,11.03,,1
,3338571,CORD W/BELL WHT 3',7,60313,14A07,2.59,0.63,4,25
,3338597,CHAIN #6 NPS 3' W/CONN,3,94991,14A07,5.99,1.26,7,9
,3339983,"FINIAL 1-1/4"" NICKEL PK2",2,60103,14A07,7.99,1.54,,2
,3339991,FINIAL BRASS REDUCER PK1,2,60104,14A07,6.99,1.86,,2
,3340577,FINIAL NICK REDUCER PK1,2,60105,14A07,6.99,2.48,2,2
,3341864,"FINIAL 2"" BRASS PK/1",3,60106,14A07,7.99,1.64,,2
,3341906,"FINIAL 2"" NICKEL PK/1",2,60107,14A07,7.99,1.82,,3
,3364973,"SHADE RISER 1"" PK/1",2,60118,14A07,7.99,2.67,,
,3365004,"SHADE RISER 1-1/2"" PK/1",2,60119,14A07,8.99,2.81,,
,3365145,"HARP 8"" PEWTER PK/1",3,60124,14A07,7.99,2.21,2,3
,3365152,"HARP 8"" ANT BRZ PK/1",2,60127,14A07,8.99,3.1,,
,3365160,"HARP 10"" ANT BRZ PK/1",2,60128,14A07,9.99,3.26,,
,3365178,LAMP CORD 8' SILVER PK/1,2,60133,14A07,9.99,3.53,1,
,3365293,LAMP CORD 8' WHITE PK/1,2,60134,14A07,9.99,3.1,,4
,3365301,LAMP CORD SET 6' WHITE,11,60138,14A07,9.99,3.31,1,3
,3365319,CHECK RINGS ASSORT PK/12,2,60140,14A07,4.99,1.87,1,3
,3365343,REDUCER 1/8M X 1/4 27F,3,60145,14A07,2.99,0.78,,
,3365350,REDUCER 1/4 X 1/8F,3,60146,14A07,2.99,0.83,,1
,3365376,REDUCER 3/8M X 1/8F,5,60148,14A07,3.59,0.93,,
,3365384,COUPLING BRASS 1/4 X 1/4,2,60149,14A07,2.99,0.98,,1
,3365434,REDUCER 3/8 TO 1/8,1,60151,14A07,3.99,1.1,,
,3365517,"NIPPLES ZINC 3"" 1/8 PK/1",3,60162,14A07,3.59,0.76,1,8
,3365590,"NIPPLE 8"" ZINC 1/8 PK/1",2,60172,14A07,5.99,1.48,1,1
,3365624,"NIPPLE 3-1/2"" ZINC 1/4IP",2,60175,14A07,6.99,1.34,,2
,3365855,"CROSSBAR 4"" 1/4 IP PK1",3,60208,14A07,4.99,0.95,,1
,3365889,"CANOPY KIT 5"" WHITE PK1",2,60217,14A07,9.99,3.94,,
,3365905,CANOPY KIT BLANK WHT,2,60219,14A07,9.99,3.87,,2
,3365913,LOCK CAPS 1/8IP NIC PK/2,2,60233,14A07,4.99,0.92,,
,3365939,PULL CHAIN ACRYLIC CYL,2,60316,14A07,6.99,1.49,,
,3365947,SCREW COLLAR PK/1,2,60236,14A07,7.99,2.35,,1
,3365954,CEILING HICKEY 1/8X1/4,2,60237,14A07,2.99,1.02,,
,3366002,CEILING HICKEY 1/4X3/8,1,60240,14A07,3.59,1.12,,
,3366036,"LOOP 1-3/8"" 1/8IP BR PK1",2,60242,14A07,4.99,1.39,2,1
,3366044,"PULL CHAIN ANT BR 12""",2,60311,14A07,6.99,2.01,,5
,3366077,PULL CHAIN BRASS PK/1,2,60314,14A07,5.99,1.77,1,2
,3366085,PULL CHAIN BRASS TEAR DR,2,60315,14A07,5.99,1.39,,1
,3366283,BEADED CHAIN #6 PEWTER,8,60324,14A07,4.99,2.12,4,17
,3366291,CHAIN#6 RUSTIC CONNECTOR,2,60351,14A07,2.99,0.92,,1
,3366309,BEADED CHAIN #6 RUSTIC,2,60352,14A07,4.99,2.12,1,6
,3366325,CONNECTOR #6 BRASS PK/5,2,60353,14A07,2.99,0.92,2,1
,3366333,CONNECTOR #6 NICKEL PK5,2,60354,14A07,2.99,0.83,5,3
,3366341,BRASS BELL #6 CHAIN PK/5,2,60355,14A07,2.99,0.92,,
